description,category,service_id,service_name
في رعشة على الأوتوستراد، ممكن تساعدني؟,alignment_balancing,5,ضبط الزوايا والتوازن
محتاج مساعدة، الموتور بيتأخر في السلانسية,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، البطارية فيها مشكلة,battery,15,إصلاح البطارية
العربية بتاعتي، البريك مبتشتغلش,brakes,3,إصلاح الفرامل
العربيه بتنهج لما اطلع مطلع,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، الفرامل بتعمل رجة,brakes,3,إصلاح الفرامل
محتاج مساعدة، في صوت حكة كده وانا ماشي ببطء,brakes,3,إصلاح الفرامل
في زيت على التربة تحت العربية، ممكن تساعدني؟,oil_leak,2,إصلاح تسريب الزيت
محتاج مساعدة، العربية بتعمل صوت طقطقة خفيف على المطبات,suspension,6,إصلاح نظام التعليق
في تزييق في الدركسيون,steering,7,إصلاح نظام التوجيه
محتاج مساعدة، الدركسيون بيتهز على السرعات العالية,alignment_balancing,5,ضبط الزوايا والتوازن
عندي مشكلة: العربية صوتها عالي لما بتشتغل,engine,11,فحص المحرك الإلكتروني
العربية بتهتز لما اقف على الإشارة,engine,11,فحص المحرك الإلكتروني
في صوت مش طبيعي لما امشي ببطء,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: في صوت زن من العربيه,tires,4,تغيير إطارات
العربية في هزة لما فرملت,brakes,3,إصلاح الفرامل
عندي مشكلة: الموتور صوته بيعلى في الطلعه,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: الصبح العربية مش قايمة,starting,13,إصلاح مشاكل التشغيل
العربية بترعش عند الفرملة,brakes,3,إصلاح الفرامل
العربية بتاعتي، العربية بتسحب يمين لما بسيب الدركسيون,alignment_balancing,5,ضبط الزوايا والتوازن
في طق في الفرامل لما بفرمل,brakes,3,إصلاح الفرامل
العربية ببطء في البداية,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، بيدال الفرامل واطي,brakes,3,إصلاح الفرامل
العربية بتقفل وأنا بسوق، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
في رج في الموتور الصبح لما اشغل العربية,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: كل حاجة تمام في العربية,unknown,17,غير ذلك
العربية سحبها ضعيف وانا دايس الغاز,engine,11,فحص المحرك الإلكتروني
استهلاك البنزين زاد كتير,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، العربية بتتهز لما بفرمل,brakes,3,إصلاح الفرامل
العربيه مبتقومش,starting,13,إصلاح مشاكل التشغيل
التكيف مبردش، ممكن تساعدني؟,ac,9,فحص وإصلاح المكيف
محتاج مساعدة، الفرامل فيها احتكاك,brakes,3,إصلاح الفرامل
محتاج مساعدة، الفتيس تقيل لما انقل,transmission,8,إصلاح ناقل الحركة
العربية بتتهز لما اجري بيها بعد الثمانين، ممكن تساعدني؟,alignment_balancing,5,ضبط الزوايا والتوازن
العربية بتاعتي، الشوك أبزوبر خلصوا,suspension,6,إصلاح نظام التعليق
الموتور بيرعش، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: الديكتات بتسرب زيت,oil_leak,2,إصلاح تسريب الزيت
ابعتلي التفاصيل,unknown,17,غير ذلك
العربية بتتهز خفيف في أي طلعة، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: بترج على سرعة 120,alignment_balancing,5,ضبط الزوايا والتوازن
في صوت غريب من الفتيس,transmission,8,إصلاح ناقل الحركة
بتتهز لما فرملت,brakes,3,إصلاح الفرامل
عندي مشكلة: الزيت اتوسخ ومحتاج تغيير,oil_change,1,تغيير زيت المحرك
محتاج مساعدة، لما افرمل فجاه في رجه,brakes,3,إصلاح الفرامل
محتاج مساعدة، العربية بتزن كلما زدت السرعة,alignment_balancing,5,ضبط الزوايا والتوازن
العربيه بتتهز دايس فرامل,brakes,3,إصلاح الفرامل
في رعشة في العربية لما اقف على الإشارة، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
بدوس بنزين بس العربيه مش بتسحب، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
العربية بترعش وانا الفرملة,brakes,3,إصلاح الفرامل
العربية بترتعش وانا لما فرملت,brakes,3,إصلاح الفرامل
العربية بتتحرك كويس لكن صوتها بقى أعلى شوية,engine,11,فحص المحرك الإلكتروني
العربية وسخة ومحتاجة غسيل,cleaning,16,تنظيف وتلميع السيارة
محتاج مساعدة، العربية تقيلة لما بدأ اتحرك,engine,11,فحص المحرك الإلكتروني
بتدبدب لما اجري,alignment_balancing,5,ضبط الزوايا والتوازن
العربية بترعش على السرعة,alignment_balancing,5,ضبط الزوايا والتوازن
العربية بتاعتي، العربية بتتهبد من قدام,suspension,6,إصلاح نظام التعليق
العربية بتهبد لما اطلع مطب، ممكن تساعدني؟,suspension,6,إصلاح نظام التعليق
العربية بتاعتي، العربية بترج لما ازود السرعة شوية,alignment_balancing,5,ضبط الزوايا والتوازن
لما الموتور يسخن العربية بتتعب، ممكن تساعدني؟,cooling,10,إصلاح نظام التبريد
بتتهز لما بدوس فرامل,brakes,3,إصلاح الفرامل
عندي مشكلة: في ريحة بنزين في العربية,exhaust,12,إصلاح نظام العادم
عندي مشكلة: العربية في رعشة وانا شايل فرامل,brakes,3,إصلاح الفرامل
العربية بتتقطع وهي ماشية,engine,11,فحص المحرك الإلكتروني
العربيه بتخبط بعد سرعه 90,alignment_balancing,5,ضبط الزوايا والتوازن
محتاج مساعدة، الموتور بيرج شوية لما اطلع,engine,11,فحص المحرك الإلكتروني
طق لما اعدي حفرة,suspension,6,إصلاح نظام التعليق
العربية بتهز لما اشغلها وهي لسه باردة,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، الجيرات مش بتتنقل,transmission,8,إصلاح ناقل الحركة
محتاج مساعدة، العربيه صوتها عالي,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: العربية بترج لما اشغلها,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، البنزين بيخلص بسرعة,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، العربية بتنهج لما اطلع طلعة,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: لما بدوس فرامل بحس العربية بتزحف,brakes,3,إصلاح الفرامل
العربية بتطفى مني في الزحمة,starting,13,إصلاح مشاكل التشغيل
محتاج مساعدة، الغاز دايسه والعربية مش بتسحب,engine,11,فحص المحرك الإلكتروني
الموتور بيرعش وأنا واقف على الإشارة,engine,11,فحص المحرك الإلكتروني
العربية مكتومة ومش بتسحب,engine,11,فحص المحرك الإلكتروني
في اهتزاز بيظهر فجأة في الموتور,engine,11,فحص المحرك الإلكتروني
في صفارة من الفرامل، ممكن تساعدني؟,brakes,3,إصلاح الفرامل
العربية بترتجف لما تشتغل وهي باردة,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، العربية بترزع وبتتهبد,suspension,6,إصلاح نظام التعليق
محتاج مساعدة، العربية بتكتم ومش بتسحب,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، الموتور شغال بس بيقطع,engine,11,فحص المحرك الإلكتروني
